Name,Current Club,Position,Age,ca,pa,Nationality,Club,Loan Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off the ball,Positioning,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Consistency,Dirtiness,Important Matches,Injury Proneness,Versatility,Aerial Reach,Command Of Area,Communication,Eccentricity,Handling,Kicking,One On Ones,Reflexes,Rushing Out(Tendency),Puching(Tendency),Throwing,Adaptability,Ambition,Controversy,Loyalty,Pressure,Professionalism,Sportsmanship,Temperament,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,Height,Weight,Left Foot,Right Foot,Reputation,Home Reputation,World Reputation,RCA,D.O.B,International Appearances,International Goal,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Shooting Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Levi Colwill,Chelsea,D LC,20,141,170,England,Chelsea,,8,7,11,5,13,5,13,2,7,13,14,7,13,14,10,12,11,16,12,12,14,12,5,13,11,14,12,14,15,12,15,15,14,15,14,13,11,5,9,7,16,4,3,1,3,3,1,1,1,2,2,3,12,11,1,12,12,11,11,14,1,16,20,1,14,1,1,1,1,1,1,1,1,1,187,88,20,10,7050,7050,5000,136,2003/2/26,0,0,13.3,13.5,15,10.3,10.7,12.7,14,12.2,1,13.5,15,12.2,2,3,3.5,2
Malo Gusto,Chelsea,D/WB RC,20,130,170,France,Chelsea,,6,14,10,6,12,6,10,9,10,12,12,6,13,13,12,12,13,12,9,11,10,14,12,8,14,11,13,15,16,14,12,10,15,16,15,12,11,12,15,8,17,1,4,2,2,2,3,1,2,2,1,2,17,13,5,9,11,7,11,17,1,1,1,20,1,20,14,1,15,1,1,11,1,1,179,67,6,20,6500,6500,4500,119,2003/5/19,0,0,12,13.3,16,11.7,10.7,11.7,10,11.8,1.5,13.3,16,11.8,3,2,1.5,2.5
Carney Chukwuemeka,Chelsea,M/AM C,19,125,170,"England,Nigeria,Austria",Chelsea,,5,6,13,11,14,5,11,11,6,8,13,7,10,14,10,12,14,15,10,11,12,17,14,9,9,10,9,12,15,13,12,11,12,14,13,13,11,9,10,8,11,1,2,1,3,1,1,3,3,2,1,3,14,18,1,8,10,12,13,10,1,1,1,1,1,1,1,1,20,1,1,18,1,1,187,80,13,20,6250,6250,4750,119,2003/10/20,0,0,9.3,12.8,14.5,12.7,11.7,13.7,11,12.3,3,12.8,14.5,12.3,1.5,3,1,2
Deivid Washington,Chelsea,S ,18,118,170,Brazil,Chelsea,,5,9,11,14,11,7,14,10,6,7,12,12,5,14,7,12,7,14,12,12,11,13,11,2,13,10,12,11,13,12,12,13,12,13,10,11,11,12,8,8,13,1,1,2,3,3,3,1,1,2,3,3,8,10,3,13,14,11,11,15,1,1,1,1,1,1,1,1,1,1,12,1,12,20,184,0,12,20,5900,5900,4250,116,2005/6/5,0,0,7.3,11.3,13,11.7,13.7,12,13.5,11.2,1,11.3,13,11.2,1.5,3,2,3
Lesley Ugochukwu,Chelsea,M C,19,114,170,"France,Nigeria",Chelsea,,10,10,10,9,13,10,12,11,5,12,13,10,12,11,11,12,12,12,11,12,11,9,11,6,11,12,13,13,11,12,12,12,12,12,14,15,10,11,10,5,13,1,2,2,3,1,2,3,2,1,1,1,8,10,1,10,12,10,10,19,1,1,1,1,1,1,15,1,20,1,1,1,1,1,188,0,10,20,5700,5700,3250,114,2004/3/26,0,0,12,13.3,11.5,12,10.7,11.3,12,11.3,2.5,13.3,11.5,11.3,2,3,1,1.5
Ben Chilwell,Chelsea,D/WB L,26,155,165,"England,New Zealand",Chelsea,,13,15,15,7,15,11,14,7,11,14,13,11,13,13,12,14,13,14,13,12,14,14,11,12,11,15,14,16,15,14,15,13,14,15,16,13,13,5,10,4,10,1,2,3,1,2,1,1,3,3,1,2,15,17,7,13,12,15,12,15,1,20,10,1,17,1,1,10,1,1,10,1,1,1,180,77,20,12,7750,7750,6500,155,1996/12/21,18,1,14,14.5,15,12,10.7,14.3,13.5,13.7,2,14.5,15,13.7,2.5,1,1.5,1.5
Noni Madueke,Chelsea,M/AM RLC,21,139,165,"England,Nigeria",Chelsea,,9,11,17,13,15,12,11,11,10,3,12,10,5,15,14,10,14,15,11,8,11,12,16,5,12,5,10,12,15,15,14,13,15,16,11,14,9,11,15,18,14,1,3,2,1,2,1,3,2,2,2,3,14,13,5,9,11,10,12,14,1,1,1,1,1,1,1,16,12,18,17,16,20,10,176,0,20,10,7000,6500,5000,132,2002/3/10,0,0,4.3,13.5,15.5,12,13.3,15.7,12,11.3,2.5,13.5,15.5,11.3,2.5,1,1.5,2
Conor Gallagher,Chelsea,M/AM C,23,146,164,"England,Scotland,Republic of Ireland",Chelsea,,12,12,13,14,13,13,8,12,6,9,13,7,13,13,17,11,15,13,14,13,14,17,12,11,14,13,15,19,15,14,11,10,16,13,18,11,13,8,11,4,8,1,2,2,2,3,1,3,2,3,2,3,8,13,7,13,14,13,9,14,1,1,1,1,1,1,14,12,20,12,1,16,1,1,182,77,12,20,7300,7300,6250,143,2000/2/6,7,0,11.7,13.5,14,12.7,13.7,13,9,14.3,2.5,13.5,14,14.3,2,2,2,2
Marc Cucurella,Chelsea,D/WB/M LC,25,145,164,Spain,Chelsea,,10,13,11,9,14,7,6,8,12,12,12,7,12,14,15,16,14,15,14,14,13,18,10,13,15,12,14,14,16,15,14,8,13,13,15,12,14,9,14,8,15,2,3,3,1,2,3,4,1,1,2,2,11,14,5,13,14,15,13,15,1,19,15,1,20,1,1,18,1,1,10,1,1,1,173,71,20,8,7250,7450,6000,141,1998/7/22,1,0,12,14,14.5,12,13,13,7,14.8,2.5,14,14.5,14.8,3,1,2,2.5
Beno?t Badiashile,Chelsea,D C,22,147,163,"France,Democratic Republic of Congo",Chelsea,,3,5,9,6,13,4,17,7,8,15,13,7,15,12,10,14,15,16,12,11,14,15,9,11,6,14,14,13,14,11,15,17,15,15,15,16,13,6,13,5,5,1,2,3,1,3,3,1,3,1,3,2,18,15,6,16,14,15,14,14,1,1,20,1,1,1,10,1,1,1,1,1,1,1,194,75,20,8,7100,6950,5500,147,2001/3/26,2,0,14.7,14.3,14.5,11,9.3,11.3,17,14,2,14.3,14.5,14,2.5,1,2,2.5
Nicolas Jackson,Chelsea,AM/S RLC,22,146,162,"Senegal,The Gambia",Chelsea,,8,9,16,14,13,8,13,11,6,8,12,13,9,16,7,12,12,12,12,13,11,12,15,7,9,11,9,12,17,14,8,12,11,17,15,12,13,7,8,13,13,3,1,3,3,1,3,1,1,2,3,1,13,10,6,13,10,11,14,16,1,1,1,1,1,1,1,12,12,12,16,16,18,20,186,78,7,20,7300,7300,6550,131,2001/6/20,3,0,9.3,12.3,17,13.3,11.7,15,12.5,11.3,1,12.3,17,11.3,2,3,2,2
Robert Sánchez,Chelsea,GK,25,142,160,Spain,Chelsea,,6,3,2,2,11,7,2,2,2,1,12,3,1,13,8,11,15,14,10,11,10,10,9,7,3,12,12,9,12,14,12,18,13,10,12,14,10,3,9,9,13,17,17,11,11,14,15,15,16,14,10,14,20,11,3,11,11,10,8,14,20,1,1,1,1,1,1,1,1,1,1,1,1,1,197,91,12,20,7100,7100,5500,140,1997/11/18,1,0,4.7,13,11,10.7,6.3,8.7,10,11.3,15.5,13,11,11.3,14,11,15.5,14.5
Armando Broja,Chelsea,AM/S RL,21,135,160,"Albania,England",Chelsea,,7,8,15,14,12,7,12,8,7,5,7,12,8,13,14,13,11,14,8,9,12,12,13,11,14,6,11,13,16,12,15,14,14,16,13,14,10,7,10,6,11,3,1,3,3,3,1,2,2,3,1,3,13,10,6,10,12,12,12,12,1,1,1,1,1,1,1,1,1,1,15,14,16,20,191,87,10,20,6750,6750,5500,131,2001/9/10,17,4,6.3,13.5,16,9.7,14,13.3,13,11.2,2,13.5,16,11.2,2,3,3,2
Ian Maatsen,Chelsea,D/WB/M LC,21,130,160,"The Netherlands,Suriname",Chelsea,,11,13,13,11,11,12,8,11,6,11,13,11,11,13,9,11,8,11,11,11,11,18,12,6,8,11,11,14,15,13,13,6,13,15,15,7,10,9,10,5,18,2,1,3,1,2,3,2,2,4,2,3,17,10,2,12,14,12,12,18,1,20,14,1,19,1,12,14,16,13,13,1,13,1,167,65,20,12,6500,6500,4000,113,2002/3/10,0,0,11,12,15,12,10,12.3,7,11.7,2,12,15,11.7,2,1,2,3
Leo Castledine,Chelsea,M/AM RLC,17,95,160,England,Chelsea,,11,10,9,12,10,15,12,13,5,6,8,7,10,10,12,11,13,8,12,8,8,5,7,10,11,8,14,15,13,8,10,11,15,12,11,8,14,6,9,8,9,3,2,2,3,1,1,3,1,3,3,3,9,10,4,13,10,9,10,12,1,1,1,1,1,1,14,12,18,12,15,20,15,15,179,76,10,20,4750,4750,2250,85,2005/8/20,0,0,8,9.3,12.5,7.7,10.3,9.7,11.5,10.5,2,9.3,12.5,10.5,2,3,2,2
Ishé Samuels-Smith,Chelsea,D/WB LC,17,90,160,England,Chelsea,,6,11,4,8,10,5,10,7,8,8,10,3,14,10,14,9,10,9,10,7,12,5,6,8,8,10,12,11,13,10,14,15,11,14,8,10,10,12,10,12,17,1,3,1,2,1,3,3,1,3,2,2,10,12,5,11,10,14,9,13,1,20,16,1,20,1,1,1,1,1,1,1,1,1,183,0,20,8,4500,4500,2250,85,2006/6/5,0,0,10.7,10.5,13.5,7.7,8.3,8,12.5,9.7,2,10.5,13.5,9.7,2,2,1,2.5
Jimmy-Jay Morgan,Chelsea,AM/S RLC,17,90,160,England,Chelsea,,7,7,11,13,9,8,5,10,7,7,7,10,7,10,10,9,10,10,10,10,8,13,13,9,8,8,10,10,14,10,7,9,12,14,10,9,12,8,12,7,12,3,1,1,3,2,1,3,3,2,1,3,10,15,10,7,12,10,10,10,1,1,1,1,1,1,1,1,1,1,17,17,17,20,175,0,8,20,4500,4500,2000,75,2006/1/21,0,0,7.3,9,14,10,10.3,10,7,10,3,9,14,10,1,3,2.5,2
Kiano Dyer,Chelsea,DM/M C,16,84,160,"England,Montserrat",Chelsea,,9,7,8,4,11,9,5,11,7,5,10,8,7,13,6,13,8,12,8,13,9,5,8,6,8,8,8,12,15,14,5,4,12,12,7,4,9,10,6,13,10,3,1,2,1,2,3,1,3,2,2,3,15,11,8,10,10,10,9,14,1,1,1,1,1,1,17,1,20,1,1,14,1,1,172,56,11,20,4200,4200,2000,76,2006/11/21,0,0,6.7,7.5,13.5,10.3,8,10.7,4.5,8.5,2,7.5,13.5,8.5,1.5,1,2.5,3
Michael Golding,Chelsea,DM/M/AM C,17,82,160,"England,Republic of Ireland",Chelsea,,13,10,10,8,12,12,6,12,9,6,12,7,8,14,6,9,7,12,11,12,8,6,11,4,7,7,8,8,13,8,11,8,15,12,7,7,16,9,9,13,5,2,2,1,1,2,1,2,1,1,1,3,20,9,4,9,9,12,10,16,1,1,1,1,1,1,17,1,20,1,1,16,1,1,176,63,8,20,4100,4100,2000,72,2006/5/23,0,0,7,8.3,12.5,11.7,9,12,7,8.2,1.5,8.3,12.5,8.2,1.5,1,2,2
Tyrique George,Chelsea,M/AM/S RLC,17,80,160,England,Chelsea,,9,9,10,7,8,12,4,9,8,3,7,2,4,10,10,6,4,8,6,9,7,10,16,4,7,5,9,10,14,8,7,10,7,13,8,6,7,14,18,12,10,2,2,3,3,3,3,3,2,1,2,3,11,10,1,13,10,12,11,13,1,1,1,1,1,1,1,12,16,12,17,20,19,16,180,66,10,20,4000,4000,1750,53,2006/2/4,0,0,4,7.3,13.5,10.7,7.3,9.3,7,7,2.5,7.3,13.5,7,2.5,3,2.5,3
Travis Akomeah,Chelsea,D C,17,79,160,"England,Ghana,Poland",Chelsea,,8,4,6,6,8,9,9,8,9,8,9,7,9,9,8,8,9,11,10,9,8,13,7,10,5,8,12,15,16,8,13,15,9,15,13,7,9,5,20,5,17,2,2,3,1,1,1,2,1,2,1,1,7,12,3,13,10,10,10,17,1,1,20,1,1,1,1,1,1,1,1,1,1,1,192,83,8,20,3950,3950,1750,74,2006/6/1,0,0,8.3,10.3,15.5,8.3,7.3,7.7,12,10,1.5,10.3,15.5,10,2.5,1,1.5,1
Axel Disasi,Chelsea,D C,25,148,157,France,Chelsea,,5,6,8,6,12,5,16,8,9,15,12,8,15,11,13,14,15,13,14,11,14,14,6,13,11,14,13,14,13,11,14,15,14,14,16,18,14,12,13,5,8,3,3,1,2,3,3,4,3,3,3,2,13,15,7,12,12,15,13,15,1,1,20,10,1,1,1,1,1,1,1,1,1,1,190,86,9,20,7400,7400,5250,147,1998/3/11,4,0,14.7,14.8,13.5,9.7,10,10.3,15.5,14,3.5,14.8,13.5,14,2,2,3,2.5
Trevoh Chalobah,Chelsea,D/DM RC,24,148,155,"England,Sierra Leone",Chelsea,,6,11,10,8,13,10,13,9,6,14,12,6,15,13,12,14,13,15,17,12,15,13,12,8,8,14,15,15,14,11,14,15,15,15,14,14,15,3,15,5,16,1,1,3,2,1,2,1,1,2,1,2,11,12,7,12,9,14,15,11,1,8,20,15,5,10,16,1,12,6,1,1,1,1,192,85,12,20,7400,7400,6000,147,1999/7/5,0,0,14.3,13.3,14.5,12,10.3,12,14,14.5,1,13.3,14.5,14.5,2,2,1,2
?or?e Petrovi?,Chelsea,GK,23,138,155,Serbia,Chelsea,,3,2,3,3,11,6,3,1,3,3,11,3,1,11,11,14,12,14,13,12,13,18,3,1,3,15,13,12,11,13,13,16,9,12,13,14,12,8,14,5,11,13,12,12,9,13,13,12,17,10,13,11,14,11,3,15,11,14,9,16,20,1,1,1,1,1,1,1,1,1,1,1,1,1,194,89,7,20,6750,5450,3500,130,1999/10/8,2,0,6.3,13.3,11.5,8.7,6.7,8.3,9.5,13.8,14.5,13.3,11.5,13.8,12,9,13,12
Cole Palmer,Chelsea,AM RLC,21,130,155,England,Chelsea,,12,12,14,13,13,12,8,13,3,6,13,14,8,15,8,13,8,13,12,13,11,10,14,7,13,8,11,13,15,14,13,13,13,14,13,8,15,5,7,6,10,1,1,2,1,1,4,1,1,1,2,3,7,11,8,10,9,12,13,9,1,1,1,1,1,1,1,1,15,1,17,20,20,13,182,0,20,9,6800,6800,6500,126,2002/5/6,0,0,7.3,12,14.5,13.3,13,14,10.5,10.8,1,12,14.5,10.8,1.5,1,1,3.5
Malang Sarr,Chelsea,D LC,24,130,150,"France,Senegal",Chelsea,,5,11,12,7,13,6,13,7,8,13,13,8,14,13,12,12,15,13,12,12,13,15,12,10,10,12,14,14,14,14,15,11,16,15,15,13,13,8,4,6,8,2,2,1,1,2,1,2,2,2,2,1,7,15,6,14,12,16,12,14,1,16,20,1,1,1,1,1,1,1,1,1,1,1,182,73,20,8,6500,6600,5500,129,1999/1/23,0,0,13,14.3,14.5,12.3,10,12.7,12,13.5,2,14.3,14.5,13.5,1.5,1,2,1
Lucas Bergstr?m,Chelsea,GK,20,120,150,Finland,Chelsea,,6,1,3,2,8,9,10,3,1,3,6,2,3,8,15,8,11,11,12,11,10,13,3,9,1,8,9,10,10,13,12,20,17,10,5,10,9,10,8,13,12,19,10,19,2,11,14,13,15,8,7,13,12,12,5,10,12,13,13,10,20,1,1,1,1,1,1,1,1,1,1,1,1,1,204,84,8,20,6000,6000,2250,113,2002/9/5,0,0,4.7,10,10,6.7,4.7,6.3,15,10.5,14,10,10,10.5,14.5,2,15,13.5
Ronnie Stutter,Chelsea,S RL,18,92,150,England,Chelsea,,8,7,7,12,8,5,7,7,9,10,6,4,10,9,7,11,12,9,11,8,8,13,11,5,12,6,12,14,16,12,6,5,16,14,12,5,12,7,16,6,14,1,2,3,3,2,3,3,2,1,3,1,11,12,1,12,12,10,9,14,1,1,1,1,1,1,1,1,1,1,15,12,15,20,172,63,11,20,4600,4600,2250,77,2005/1/6,0,0,8.7,8.8,15,8.3,11,8,6,11.2,2.5,8.8,15,11.2,2.5,3,1.5,2
Jimi Tauriainen,Chelsea,M/AM C,19,90,150,Finland,Chelsea,,10,9,9,10,9,12,5,12,9,6,8,8,8,11,9,11,10,10,12,9,8,14,10,13,8,7,8,10,14,9,10,12,17,14,15,8,10,13,13,12,13,3,1,2,2,4,2,1,2,3,3,3,11,12,3,10,10,9,10,12,1,13,1,1,10,1,15,8,16,8,10,20,10,1,186,76,20,10,4500,4500,2250,87,2004/3/8,0,0,7,10.5,14,9,9.3,9.7,8.5,10.5,1.5,10.5,14,10.5,1.5,2,3.5,2.5
Harrison Murray-Campbell,Chelsea,D RLC,16,85,150,England,Chelsea,,7,7,6,8,11,3,10,9,6,9,8,9,12,12,12,13,13,10,12,10,8,4,5,14,5,10,14,14,13,8,10,13,16,12,15,8,10,8,11,10,12,2,3,1,3,1,1,2,1,2,3,1,19,11,2,11,11,13,10,16,1,15,20,18,1,1,10,1,1,1,1,1,1,1,185,73,10,20,4250,4250,2000,86,2006/8/4,0,0,10.3,10.3,12.5,7.7,7.7,9.7,11.5,10.7,1.5,10.3,12.5,10.7,2,3,1.5,1
Donnell McNeilly,Chelsea,S RL,17,80,150,England,Chelsea,,8,6,7,13,7,8,8,7,6,5,6,6,5,8,13,11,14,10,7,7,8,11,7,5,7,6,13,15,14,5,11,10,15,13,12,11,20,7,12,8,11,2,2,1,3,3,3,3,2,3,3,3,20,10,1,10,9,11,10,17,1,1,1,1,1,1,1,1,1,1,15,12,15,20,176,81,12,20,4000,4000,1750,73,2005/10/30,0,0,5.3,9.8,13.5,6.7,10,7.3,9,10.7,2.5,9.8,13.5,10.7,1.5,3,2.5,3
Zain Silcott-Duberry,Chelsea,WB/AM RLC,18,80,150,"England,Montserrat",Chelsea,,3,9,12,8,7,5,7,8,3,5,7,2,5,10,10,6,8,8,8,7,6,7,14,1,6,6,6,8,15,10,7,12,13,15,7,6,11,7,20,11,16,1,2,3,1,2,2,3,1,2,1,2,10,12,6,12,10,10,10,15,1,12,1,12,20,19,1,15,13,15,17,16,17,1,183,73,10,20,3250,3250,1500,49,2005/7/9,0,0,5.3,7.5,15,9.3,7.3,9.7,9.5,6.8,2,7.5,15,6.8,2.5,1,1.5,2
Brodi Hughes,Chelsea,D/WB RC,18,79,150,England,Chelsea,,8,7,7,4,7,9,8,7,9,8,7,4,8,8,8,7,10,8,9,7,8,15,7,8,7,9,10,13,15,8,8,9,12,14,9,8,8,12,20,7,15,3,3,3,2,1,2,1,3,2,1,1,13,8,2,12,13,11,13,12,1,14,18,20,12,18,10,1,1,1,1,1,1,1,183,75,10,20,3950,4000,2000,61,2004/10/16,0,0,8.3,8.3,14.5,7,6.3,7.3,8.5,9.8,2,8.3,14.5,9.8,3,2,2,1.5
Somto Boniface,Chelsea,D/WB L,17,79,150,"England,Nigeria",Chelsea,,7,10,7,7,8,4,9,9,9,7,7,3,9,8,10,8,9,8,11,7,7,10,11,11,9,8,13,14,16,10,6,6,12,15,14,6,12,6,6,9,16,3,3,2,2,1,1,2,1,3,1,1,13,11,8,9,10,11,12,15,1,19,1,1,20,1,1,1,1,1,1,1,1,1,178,64,20,6,3950,3950,1750,75,2006/3/11,0,0,8,9,15.5,8.3,8,7.7,7.5,9.7,1.5,9,15.5,9.7,2.5,2,2,1
Noah Hay,Chelsea,D/WB RL,17,70,150,"England,Jamaica",Chelsea,,5,7,5,8,8,2,8,6,8,9,6,3,12,7,12,9,13,8,9,5,7,5,5,9,6,7,11,14,13,6,9,9,7,12,15,10,13,10,17,11,12,3,2,2,2,1,1,3,3,3,3,3,12,11,1,11,11,12,13,13,1,15,13,20,15,18,1,1,1,1,1,1,1,1,176,75,10,20,3500,3500,1500,65,2005/11/11,0,0,9.3,10,12.5,5.3,7.3,6.7,8.5,9,3,10,12.5,9,2,2,2,2
Ato Ampah,Chelsea,WB/AM RL,17,65,150,"England,Ghana",Chelsea,,7,7,11,6,6,7,3,4,7,5,6,4,8,7,10,6,7,6,5,7,5,16,15,9,6,6,5,9,16,9,8,5,11,15,9,6,7,8,18,8,15,3,1,2,1,1,3,1,2,1,1,1,16,8,7,10,12,12,12,14,1,1,1,12,17,20,1,15,1,15,15,1,19,1,175,68,7,20,3250,3250,1500,43,2006/4/22,0,0,6.3,8,15.5,9.3,6,8,4,7.3,1.5,8,15.5,7.3,1.5,1,2,2
Frankie Runham,Chelsea,AM RLC,16,65,150,England,Chelsea,,11,9,6,11,8,14,5,11,4,4,6,7,4,11,11,8,7,8,5,4,5,4,10,10,4,4,5,6,13,6,8,8,12,12,6,6,19,13,13,11,9,2,2,3,1,2,2,3,2,2,4,3,9,12,6,9,10,9,12,10,1,1,1,1,1,1,1,1,14,1,16,20,18,15,175,0,12,20,3250,3250,1500,40,2007/1/9,0,0,4,6.5,12.5,6.7,7.7,8.3,6.5,5.7,2.5,6.5,12.5,5.7,2.5,1,2,2.5
Ollie Harrison,Chelsea,DM/M C,15,65,150,England,Chelsea,,6,2,9,11,9,6,6,11,6,8,8,6,7,12,15,11,7,7,4,8,8,11,6,9,11,8,13,13,11,8,12,10,14,10,14,8,7,12,11,10,9,1,2,4,1,1,4,3,1,2,4,1,9,10,2,9,14,12,12,10,1,1,1,1,1,1,16,1,20,1,1,12,1,1,185,0,10,20,3250,3250,1500,66,2007/8/7,0,0,7.7,10.5,10.5,7.3,9.7,10,8,9,2,10.5,10.5,9,3,1,1,2.5
Jamie Cumming,Chelsea,GK,23,118,140,England,Chelsea,,4,2,2,3,11,7,2,1,3,3,12,3,2,10,7,13,13,13,12,9,11,5,3,8,2,13,11,11,9,11,9,11,16,10,14,9,20,6,15,3,11,13,12,11,3,13,14,15,16,11,3,12,10,12,8,12,12,9,8,16,20,1,1,1,1,1,1,1,1,1,1,1,1,1,188,74,10,20,5900,5900,2750,117,1999/9/4,0,0,6,10.8,9.5,8,6,7.7,6.5,10.8,15.5,10.8,9.5,10.8,11.5,3,13,13
Genesis Antwi,Chelsea,D/WB RC,16,60,140,"Sweden,England,Ghana",Chelsea,,3,9,8,5,10,4,7,5,6,7,7,6,8,8,6,8,7,3,5,6,8,6,5,2,5,8,7,8,14,8,9,7,15,13,12,10,11,5,12,5,5,2,3,3,3,1,3,2,2,1,1,2,18,12,4,8,13,11,11,15,1,1,15,20,1,18,1,1,1,1,1,1,1,1,179,0,8,20,3500,3500,1500,49,2007/5/11,0,0,7.7,9.8,13.5,6,4.3,8.7,7,6.8,2,9.8,13.5,6.8,3,3,1.5,2.5
Richard Olise,Chelsea,D/WB RLC,18,78,136,"England,Nigeria,France",Chelsea,,6,7,8,4,8,2,9,4,8,6,7,5,7,9,6,8,8,10,9,11,8,12,10,1,7,6,9,12,15,11,7,7,11,14,10,7,11,5,7,10,12,2,1,3,3,2,1,2,2,3,3,1,11,12,8,12,13,12,12,18,1,18,15,19,17,20,1,1,1,13,1,1,1,1,171,60,10,20,3900,3900,1750,62,2004/9/9,0,0,6.3,8.8,14.5,9.3,7,8.3,8,9,2,8.8,14.5,9,2,3,2,1
Reiss Russell-Denny,Chelsea,DM/M/AM C,17,70,135,England,Chelsea,,11,8,10,6,10,13,4,10,4,5,11,6,5,12,12,9,9,10,10,12,7,7,8,4,7,6,11,14,13,12,7,8,10,11,9,7,11,5,13,5,8,1,3,3,1,1,1,1,1,2,1,2,16,9,7,12,13,12,10,18,1,1,1,1,1,1,17,1,20,1,1,16,1,1,178,62,20,6,3500,3500,1500,64,2006/5/11,0,0,5.3,8.8,12,10.3,7.7,10.7,6,8.8,1,8.8,12,8.8,3,1,1,1.5
Matheus Fran?a,Crystal Palace,M/AM C,19,123,170,Brazil,Crystal Palace,,8,10,14,10,15,8,10,11,3,12,14,7,12,15,15,13,12,12,12,13,12,15,15,8,13,13,13,13,14,14,13,11,15,14,12,13,12,12,11,6,16,2,4,2,2,2,2,3,3,2,2,3,20,11,5,11,13,15,10,10,1,1,1,1,1,1,1,1,19,10,14,20,13,14,182,67,9,20,6150,6150,2500,129,2004/4/1,0,0,12.3,13,14,14,11.7,14.7,10.5,12.8,3,13,14,12.8,3,2,2,2.5
Marc Guéhi,Crystal Palace,D C,23,149,168,"England,Ivory Coast",Crystal Palace,,5,6,11,9,14,7,12,8,9,14,13,6,15,14,11,14,13,14,14,11,13,15,11,15,9,15,13,14,15,15,14,14,16,14,14,14,15,10,13,7,12,4,2,1,3,2,3,2,3,1,3,4,13,14,5,13,12,16,14,17,1,12,20,10,1,1,8,1,1,1,1,1,1,1,182,80,14,20,7450,7450,6500,149,2000/7/13,4,0,14.7,14.3,14.5,11.7,10.7,13,13,13.7,2.5,14.3,14.5,13.7,1.5,3,3,3.5
Michael Olise,Crystal Palace,AM RC,21,142,166,"France,England,Nigeria",Crystal Palace,,14,14,16,11,16,15,7,13,4,9,15,12,9,15,6,11,9,13,11,15,14,12,16,9,13,10,12,13,15,15,14,11,13,14,12,11,14,5,12,9,8,1,2,2,1,1,1,3,2,1,3,3,8,16,5,8,15,13,11,8,1,1,1,1,1,1,1,12,11,13,14,16,20,1,184,71,20,9,7100,7100,5650,142,2001/12/12,0,0,9.3,13,14.5,15.3,12.3,15.7,9,11.5,2.5,13,14.5,11.5,2,1,1,2
David Ozoh,Crystal Palace,DM/M C,18,92,160,"England,Spain,Nigeria",Crystal Palace,,7,8,9,6,9,7,9,8,8,10,9,7,11,10,11,11,12,10,9,9,9,11,8,8,11,10,14,13,13,13,12,14,15,13,14,13,12,7,8,5,13,1,1,3,1,2,2,1,3,2,2,3,7,13,3,10,10,10,10,14,1,1,1,1,1,1,20,1,18,1,1,12,1,1,189,92,9,20,4600,4600,2550,91,2005/5/6,0,0,10.3,13,13,8.7,9,9.3,11.5,11,2,13,13,11,2,1,1.5,2.5
Hindolo Mustapha,Crystal Palace,M/AM C,17,81,160,England,Crystal Palace,,6,7,11,6,13,6,6,4,1,7,9,2,6,13,9,7,8,7,3,13,13,16,13,2,9,8,12,8,13,10,11,8,8,11,11,10,13,5,6,5,14,3,4,3,3,2,2,1,2,1,1,1,20,10,3,11,12,11,11,15,1,1,1,1,1,1,11,7,16,8,13,20,12,1,185,81,14,20,4050,4050,2000,81,2006/7/29,0,0,7,10.5,12,11.7,7.3,12.3,7,9.8,1.5,10.5,12,9.8,3.5,3,2.5,1.5
Cheick Doucouré,Crystal Palace,DM/M C,23,141,158,Mali,Crystal Palace,,8,9,12,9,14,8,12,12,10,13,15,10,14,14,13,15,14,12,13,15,13,15,10,10,12,14,14,14,13,13,12,12,14,13,14,14,15,12,12,8,11,1,3,2,2,3,2,1,1,3,1,1,12,12,4,10,16,14,12,13,1,1,6,1,1,1,20,1,18,1,1,1,1,1,180,73,11,20,7050,7050,5250,141,2000/1/8,12,0,13.7,13.3,13,13.3,11,13.3,12,14,1,13.3,13,14,2.5,2,2,1.5
Odsonne Edouard,Crystal Palace,AM/S LC,25,135,158,"France,French Guiana",Crystal Palace,,6,10,14,15,12,10,11,11,4,8,11,15,8,14,9,12,12,12,11,12,12,13,12,6,13,8,11,11,14,13,14,14,14,14,13,13,8,6,14,7,12,3,3,2,3,2,2,1,2,2,3,3,13,17,15,12,15,13,14,13,1,1,1,1,1,1,1,1,1,1,18,15,12,20,187,83,15,20,6750,6750,5950,133,1998/1/16,0,0,8,13.3,14,11.7,13.3,13.3,12.5,11.8,1.5,13.3,14,11.8,2.5,3,2.5,2.5
